PLAY #,GOOD EXAMPLE / TEACH TAPE,DN,DIST,YARD LN,HASH,GN/LS,R/P,HASH (SLU),O PERS,FORMATION FAMILY,FORMATION,OFF FORM,BACKFIELD,FIB,FORM ADJ,MOTION,FORMATION TAG,OFF PLAY,RUN TYPE,PASS CONCEPT,PASS TYPE,PROTECTION,PLAY RESULT,CARRIER/TARGET,PLAY DIR,TEAM,DC COMMENT,DL COACH COMMENT,LB COACH COMMENT,CB COACH COMMENT,SAF COACH COMMENT,DB COACH COMMENT,PERSONNEL
130,,2,2,-37,L,0,,L,,SPRINT,,SPRINT,STRONG,,,H OUT,OFF WK STACK,,,,,BOLT RT,TIMEOUT,,,SLU,,,,,,,11
131,,2,2,-37,L,5,P,L,,SPRINT,,SPRINT,WEAK,,,,,,,,,CUP RT,"PASS, SCRAMBLE",,,SLU,,,,,,,11
132,,1,10,-42,L,3,R,LM,,SPRINT,,SPRINT,,,,,STR TIGHT,,,,,,RUSH,,,SLU,,,,,,,11
133,,2,7,-45,L,1,R,LM,,TEX,,TEX,,,,,,,,,,,RUSH,,R,SLU,,,,,,,11
134,,3,6,-46,R,5,P,R,,SPRINT,,SPRINT,WEAK,,,,STR SNUG,,,,,,"PASS, COMP",,,SLU,,,,,,,11
135,,4,1,49,R,2,R,R,,TEX,,TEX,,,,,,,,,,,RUSH,,,SLU,,,,,,,11
136,,1,10,47,L,-12,P,,,SPRINT,,SPRINT,,,,,OFF,,,,,CHARGER LT,"PASS, SACK",,R,SLU,,,,,,,
137,,2,22,-41,R,8,P,R,,TOP,,TOP,STRONG,,,,Y OPEN,,,,,CALL,"PASS, COMP",,,SLU,,,,,,,11
139,,4,14,-49,M,0,P,RM,,SPRINT,,SPRINT,WEAK,,,,OPEN,,,,,,"PASS, INC, PENALTY",,,SLU,,,,,,,11
145,,3,14,-49,M,0,P,RM,,TOP,,TOP,WEAK,,,,OPEN,,,,,CUP RT,"PASS, INC",,R,SLU,,,,,,,11
